"HorseName","Birthday","Father","Mother","MotherFather","MotherMother","Sex","CoatColor","HorseNameMeaning","HorseOwner","Trainer","ProductionRanch","Origin"
"チャピ","2016-05-02 00:00:00","オルフェーヴル","エビスオール","Chief Seattle","Auction Cat","牝","黒鹿毛","人名より","加藤晃央","加藤征弘(美浦)","恵比寿牧場","浦河町"
"サステイナビリティ","2016-04-09 00:00:00","キングズベスト","アースソング","アグネスタキオン","ワールドミュージック","せん","鹿毛　","持続可能性","ゴドルフィン","高橋祥泰(美浦)","ダーレー・ジャパン・ファーム(有)","日高町"
"チャーチスクエア","2016-01-30 00:00:00","ロードカナロア","チャーチクワイア","ネオユニヴァース","ロレットチャペル","牝","鹿毛　","南アフリカ共和国北東部の都市プレトリアの市街中心部にある広場","(有)サンデーレーシング","古賀慎明(美浦)","ノーザンファーム","安平町"
"ヘリンヌリング","2016-04-21 00:00:00","アイルハヴアナザー","マイネポリーヌ","スペシャルウィーク","マイネミレー","牝","青毛　","思い出（オランダ語）","(株)サラブレッドクラブ・ラフィアン","加藤士津八(美浦)","ビッグレッドファーム","新冠町"
"エリーナハーラー","2015-03-03 00:00:00","ヨハネスブルグ","ニイガッタメール","シンボリクリスエス","ロイヤルティアラ","牝","鹿毛　","人名より＋投手","飯塚知一","栗田徹(美浦)","(有)下河辺トレーニングセンター","千葉県"
"ピリリ","2015-06-04 00:00:00","スウェプトオーヴァーボード","ハルダル","ゴールドアリュール","ルシールシーダー","牝","鹿毛　","小粒でもピリリと辛い活躍を願って。母名より連想","今中俊平","小桧山悟(美浦)","増本牧場","新ひだか町"
"ネバービーンベター","2014-04-28 00:00:00","ロージズインメイ","ケリーズビューティ","ブライアンズタイム","ビューティークロス","牝","青鹿毛","絶好調","西城公雄","宗像義忠(美浦)","坂戸節子","日高町"
"サイドストリート","2015-03-10 00:00:00","ヨハネスブルグ","メアリーズガーデン","ファルブラヴ","サンデーピクニック","牝","鹿毛　","わき道","(株)ニッシンホールディングス","伊藤大士(美浦)","沖田忠幸","新ひだか町"
"ヒシデルマー","2014-05-23 00:00:00","ゴールドアリュール","ヒシディーバ","Fusaichi Pegasus","Hishi Natalie","牡","黒鹿毛","冠名＋アメリカの都市名","阿部雅英","牧光二(美浦)","カミイスタット","新冠町"
"ケイツーマルク","2014-04-30 00:00:00","フレンチデピュティ","ベルソング","トニービン","オギティファニー","牡","鹿毛　","冠名＋通貨の名称","楠本勝美","柴田政人(美浦)","阿部栄乃進","厚真町"
"ワイルドソング","2014-03-07 00:00:00","ワイルドワンダー","プリティゴールド","Fusaichi Pegasus","Pilgrim","牡","鹿毛　","父名の一部＋歌。野生の歌","西村專次","古賀史生(美浦)","静内フジカワ牧場","新ひだか町"
"アクアリオ","2014-04-22 00:00:00","ルーラーシップ","ヴィアラクテア","アグネスタキオン","ステラマドリッド","牝","鹿毛　","みずがめ座（西）","村野康司","田島俊明(美浦)","社台ファーム","千歳市"
"エクレアハンター","2015-02-08 00:00:00","ノヴェリスト","ハンターズマーク","Titus Livius","Manfath","せん","黒鹿毛","稲妻（仏）＋猟師","李柱坤","大和田成(美浦)","社台ファーム","千歳市"
"フェンドオフ","2015-04-17 00:00:00","クロフネ","アドマイヤプルート","アドマイヤコジーン","スプリングハーレー","牡","芦毛　","攻撃を払いのける","杉田周作","斎藤誠(美浦)","桑田牧場","浦河町"
"ヴォルフトーン","2014-05-19 00:00:00","シンボリクリスエス","エオリアンハープ","キングカメハメハ","エアウイングス","牡","鹿毛　","演奏音と楽器の胴体の共振周波数が一致した時に発生する倍音（独）","(有)社台レースホース","小島茂之(美浦)","社台ファーム","千歳市"
"エピックスター","2015-02-16 00:00:00","ロードカナロア","ラッキーレディ","ネオユニヴァース","ネヴァーピリオド","せん","鹿毛　","叙事詩＋星","子安裕樹","田村康仁(美浦)","清水牧場","平取町"
"エバープリンセス","2014-05-08 00:00:00","ハービンジャー","プリンセスルシータ","サンデーサイレンス","プリンセスリーマ","牝","栗毛　","冠名＋王女、母名の一部","宇田豊","久保田貴士(美浦)","社台ファーム","千歳市"
"シャララ","2013-04-11 00:00:00","メイショウサムソン","ナムラクロシェット","Miswaki","Romy","牝","鹿毛　","曲名。幸せな様子をイメージ","ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス(株)","上原博之(美浦)","中島牧場","浦河町"
"スカルバン","2014-03-09 00:00:00","タイキシャトル","オージーカンパニー","Catrail","Irish Company","牡","鹿毛　","ドクロ＋大きな音を立てる","椎名節","武井亮(美浦)","パカパカファーム","新冠町"
"サロニカ","2014-03-03 00:00:00","ディープインパクト","サロミナ","Lomitas","Saldentigerin","牝","黒鹿毛","ギリシャ第二の都市テッサロニキ。マケドニア王妃の名に因む","吉田勝己","中竹和也(栗東)","ノーザンファーム","安平町"
"ヨシノザクラ","2013-04-10 00:00:00","ディープインパクト","アジアンミーティア","Unbridled","Trolley Song","牝","芦毛　","植物名。ソメイヨシノの別称","前田晋二","萩原清(美浦)","(株)ノースヒルズ","新冠町"
"スズカアーサー","2009-05-19 00:00:00","ラスカルスズカ","アイシースズカ","サンデーサイレンス","アイシングスズカ","牡","鹿毛　","冠名＋アーサー王より","永井啓弍","柄崎孝(美浦)","稲原牧場","平取町"
"リンガスウーノ","2013-03-20 00:00:00","サウスヴィグラス","リンガスローレル","サクラローレル","リンガスマドンナ","牝","栗毛　","冠名＋一（伊）","伊藤巖","高橋祥泰(美浦)","三木田牧場","新ひだか町"
"ヨンカー","2013-03-26 00:00:00","Exchange Rate","Back in the Shade","Put It Back","Shady Mist","せん","芦毛　","人名より","吉田和美","和田正一郎(美浦)","Ｍａｃｈｍｅｒ　Ｈａｌｌ　＆　Ｇｏｌｄｅｎ　Ｐｅｄｉｇｒｅｅ　ＬＬＣ","米"
"トーセンデューク","2011-03-05 00:00:00","ディープインパクト","スーア","Fairy King","Bold Starlet","牡","鹿毛　","冠名＋公爵","島川隆哉","杉浦宏昭(美浦)","社台ファーム","千歳市"
"ウインガニオン","2012-04-08 00:00:00","ステイゴールド","チャンネルワン","ポリッシュネイビー","フジノルージユ","牡","黒鹿毛","冠名＋勝者（仏）","(株)ウイン","西園正都(栗東)","コスモヴューファーム","新冠町"
"トウショウドラフタ","2013-03-06 00:00:00","アンライバルド","ウイッチトウショウ","ジェイドロバリー","サマンサトウショウ","牡","栗毛　","冠名＋立案者","トウショウ産業(株)","萱野浩二(美浦)","トウショウ産業(株)トウショウ牧場","新ひだか町"
"ミッキーグローリー","2013-04-03 00:00:00","ディープインパクト","メリッサ","ホワイトマズル","ストーミーラン","牡","青鹿毛","冠名＋名誉","野田みづき","国枝栄(美浦)","岡田スタツド","新ひだか町"
"トブガゴトク","2013-03-15 00:00:00","シニスターミニスター","バライロー","タニノギムレット","ローズカーニバル","牡","芦毛　","空を飛ぶように走る様","松尾正","藤原辰雄(美浦)","グランド牧場","新ひだか町"
"キタノユーリン","2014-03-27 00:00:00","ルーラーシップ","ツルマルサンチャン","ディープインパクト","リキセレナード","牝","鹿毛　","冠名＋人名愛称","北所直人","坂口正則(栗東)","村上欽哉","新冠町"
"シェアード","2013-04-08 00:00:00","アドマイヤオーラ","シルクシルエット","ブライアンズタイム","ビワナタシュカ","牡","鹿毛　","分け合う","伊東純一","牧光二(美浦)","静内フジカワ牧場","新ひだか町"
"グローリアスクロワ","2013-04-09 00:00:00","サウスヴィグラス","エアヘイリー","エアジハード","マザーエルフ","牝","栗毛　","冠名＋十字架（仏）","日下部勝德","土田稔(美浦)","土田和男","新ひだか町"
"ゼットマックイーン","2013-04-24 00:00:00","シンボリクリスエス","モリトヴィーナス","リンドシェーバー","メイショウフレスコ","牡","鹿毛　","冠名＋人名より","(有)フォーレスト","吉田直弘(栗東)","広田牧場","新ひだか町"
"クリノボルサリーノ","2016-02-10 00:00:00","アドマイヤムーン","クレイジーラブ","タイキシャトル","オレンジジャスミン","牡","鹿毛　","冠名＋人名より","栗本博晴","谷潔(栗東)","タイヘイ牧場","新ひだか町"
"エターナルメモリー","2016-03-21 00:00:00","ベルシャザール","ファストメモリー","ゴールドアリュール","ファストフレンド","牝","青毛　","永遠の思い出","杉山忠国","中尾秀正(栗東)","明治牧場","新ひだか町"
"リゴメール","2016-03-24 00:00:00","ローエングリン","ギミーシェルター","サンデーサイレンス","オークツリー","牡","栗毛　","ローエングリンの伝説が記された詩","(有)社台レースホース","松下武士(栗東)","社台ファーム","千歳市"
"オンリーエンブレム","2015-02-20 00:00:00","ヴィクトワールピサ","キュートエンブレム","ウォーエンブレム","サクラサク2","牡","青鹿毛","唯一の紋章。母名より","(有)リーヴァ","矢作芳人(栗東)","社台ファーム","千歳市"
"メイショウミツバ","2015-05-23 00:00:00","キングズベスト","カワカミパウダー","ブライアンズタイム","パウダースノー","牝","鹿毛　","冠名＋三つ葉","松本好雄","飯田祐史(栗東)","高昭牧場","浦河町"
"クリノヘプバーン","2015-04-22 00:00:00","プリサイスエンド","チェリーワールド","フサイチコンコルド","レガシーパーパス","牝","鹿毛　","冠名＋人名より","栗本博晴","作田誠二(栗東)","北俣牧夫","浦河町"
"ワキノグローブ","2015-04-02 00:00:00","ケイムホーム","グローブ","ダイワメジャー","ホワイトトルネード","牡","栃栗毛","冠名＋地球","脇山良之","松下武士(栗東)","広田牧場","新ひだか町"
"テオゲネス","2015-03-13 00:00:00","ストロングリターン","シルクプレアデス","アドマイヤベガ","キロフプリミエール","牡","鹿毛　","人名より。父名より連想","(株)ヒダカ・ブリーダーズ・ユニオン","小崎憲(栗東)","キヨタケ牧場","新ひだか町"
"スウェアジーク","2015-03-20 00:00:00","ジャングルポケット","スウェアトウショウ","ディープインパクト","タバサトウショウ","牝","黒鹿毛","誓う＋勝利（独）。勝利を誓う。母名より連想","(有)キャロットファーム","牧浦充徳(栗東)","トウショウ産業(株)トウショウ牧場","新ひだか町"
"スナークビシャモン","2015-04-01 00:00:00","エンパイアメーカー","スナークサークル","Smarty Jones","ルークラティブ","牡","鹿毛　","冠名＋仏法守護神毘沙門天より","杉本豊","野中賢二(栗東)","(有)吉田ファーム","浦河町"
